Device Id	Operator	Recipe														
IBC_konst_500nmTiO2-80deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,46561057	0,0018209	0,41686274	0,00165185	0,38150331	0,63018763	74,3295	0,1443	20,29469	41724,399	0,00078222	NaN	NaN	NaN	13,466	13:52:03	09/16/2022
																
Vmeas	Imeas															
0,7	-0,2000039	-20,00039														
0,69295	-0,2000022	-20,00022														
0,68585	-0,2000021	-20,00021														
0,6788	-0,2000026	-20,00026														
0,6717	-0,199034	-19,9034														
0,66465	-0,1790697	-17,90697														
0,6576	-0,1602319	-16,02319														
0,6505	-0,1425471	-14,25471														
0,64345	-0,126216	-12,6216														
0,63635	-0,1110906	-11,10906														
0,6293	-0,0974012	-9,74012														
0,6222	-0,08481992	-8,481992														
0,61515	-0,07357694	-7,357694														
0,6081	-0,06345921	-6,345921														
0,601	-0,05442495	-5,442495														
0,59395	-0,04648893	-4,648893														
0,58685	-0,03949375	-3,949375														
0,5798	-0,03345343	-3,345343														
0,57275	-0,02818247	-2,818247														
0,56565	-0,0236071	-2,36071														
0,5586	-0,01968876	-1,968876														
0,5515	-0,01630425	-1,630425														
0,54445	-0,01343822	-1,343822														
0,53735	-0,01095771	-1,095771														
0,5303	-0,00887324	-0,887324														
0,52325	-0,00709771	-0,709771														
0,51615	-0,005588	-0,5588														
0,5091	-0,00432054	-0,432054														
0,502	-0,00324928	-0,324928														
0,49495	-0,00236014	-0,236014														
0,4879	-0,00161374	-0,161374														
0,4808	-0,00099053	-0,099053														
0,47375	-0,00047692	-0,047692														
0,46665	-0,00005122	-0,005122														
0,4596	0,00029616	0,029616														
0,4525	0,00058109	0,058109														
0,44545	0,00081216	0,081216														
0,4384	0,00099973	0,099973														
0,4313	0,00115315	0,115315														
0,42425	0,00127568	0,127568														
0,41715	0,00137622	0,137622														
0,4101	0,00145611	0,145611														
0,40305	0,00152096	0,152096														
0,39595	0,00157362	0,157362														
0,3889	0,00161605	0,161605														
0,3818	0,00165065	0,165065														
0,37475	0,00167846	0,167846														
0,3677	0,00170125	0,170125														
0,3606	0,00171999	0,171999														
0,35355	0,00173533	0,173533														
0,34645	0,00174799	0,174799														
0,3394	0,00175833	0,175833														
0,3323	0,00176699	0,176699														
0,32525	0,00177425	0,177425														
0,3182	0,00178031	0,178031														
0,3111	0,00178547	0,178547														
0,30405	0,00178976	0,178976														
0,29695	0,00179342	0,179342														
0,2899	0,00179655	0,179655														
0,28285	0,00179923	0,179923														
0,27575	0,00180155	0,180155														
0,2687	0,00180356	0,180356														
0,2616	0,00180536	0,180536														
0,25455	0,00180687	0,180687														
0,24745	0,0018082	0,18082														
0,2404	0,00180937	0,180937														
0,23335	0,0018104	0,18104														
0,22625	0,00181129	0,181129														
0,2192	0,00181208	0,181208														
0,2121	0,0018128	0,18128														
0,20505	0,00181345	0,181345														
0,198	0,00181403	0,181403														
0,1909	0,00181456	0,181456														
0,18385	0,00181507	0,181507														
0,17675	0,00181556	0,181556														
0,1697	0,00181596	0,181596														
0,16265	0,00181628	0,181628														
0,15555	0,0018166	0,18166														
0,1485	0,00181694	0,181694														
0,1414	0,00181719	0,181719														
0,13435	0,00181746	0,181746														
0,12725	0,0018177	0,18177														
0,1202	0,00181793	0,181793														
0,11315	0,00181819	0,181819														
0,10605	0,00181842	0,181842														
0,099	0,00181863	0,181863														
0,0919	0,0018188	0,18188														
0,08485	0,00181898	0,181898														
0,0778	0,00181913	0,181913														
0,0707	0,0018193	0,18193														
0,06365	0,00181944	0,181944														
0,05655	0,00181959	0,181959														
0,0495	0,00181975	0,181975														
0,0424	0,00181992	0,181992														
0,03535	0,00182005	0,182005														
0,0283	0,0018202	0,18202														
0,0212	0,00182036	0,182036														
0,01415	0,00182051	0,182051														
0,00705	0,00182061	0,182061														
0	0,00182079	0,182079														
