Device Id	Operator	Recipe														
IBC_konst_500nmTiO2-80deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,53379253	0,01335875	3,05825292	0,01236528	0,43906675	5,42918414	76,1371	1,2429	3,027157	10385,483	0,00662187	NaN	NaN	NaN	13,025	13:50:51	09/16/2022
																
Vmeas	Imeas															
0,7	-0,2000081	-20,00081														
0,69295	-0,2000051	-20,00051														
0,68585	-0,2000042	-20,00042														
0,6788	-0,20001	-20,001														
0,6717	-0,1987291	-19,87291														
0,66465	-0,178311	-17,8311														
0,6576	-0,1589778	-15,89778														
0,6505	-0,1407637	-14,07637														
0,64345	-0,1238823	-12,38823														
0,63635	-0,1081792	-10,81792														
0,6293	-0,0939359	-9,39359														
0,6222	-0,08074179	-8,074179														
0,61515	-0,06889027	-6,889027														
0,6081	-0,05816427	-5,816427														
0,601	-0,04853342	-4,853342														
0,59395	-0,04002415	-4,002415														
0,58685	-0,0324821	-3,24821														
0,5798	-0,02593385	-2,593385														
0,57275	-0,02018995	-2,018995														
0,56565	-0,01517946	-1,517946														
0,5586	-0,01086671	-1,086671														
0,5515	-0,00712659	-0,712659														
0,54445	-0,00394259	-0,394259														
0,53735	-0,00117519	-0,117519														
0,5303	0,00115373	0,115373														
0,52325	0,00314984	0,314984														
0,51615	0,00485375	0,485375														
0,5091	0,00628944	0,628944														
0,502	0,00750751	0,750751														
0,49495	0,00852212	0,852212														
0,4879	0,00937662	0,937662														
0,4808	0,01009145	1,009145														
0,47375	0,01068212	1,068212														
0,46665	0,01117209	1,117209														
0,4596	0,01157091	1,157091														
0,4525	0,01190034	1,190034														
0,44545	0,01216719	1,216719														
0,4384	0,01238434	1,238434														
0,4313	0,01256063	1,256063														
0,42425	0,01270207	1,270207														
0,41715	0,01281815	1,281815														
0,4101	0,01291035	1,291035														
0,40305	0,01298528	1,298528														
0,39595	0,01304618	1,304618														
0,3889	0,01309526	1,309526														
0,3818	0,01313533	1,313533														
0,37475	0,01316764	1,316764														
0,3677	0,01319416	1,319416														
0,3606	0,01321619	1,321619														
0,35355	0,01323427	1,323427														
0,34645	0,01324945	1,324945														
0,3394	0,01326208	1,326208														
0,3323	0,01327276	1,327276														
0,32525	0,0132818	1,32818														
0,3182	0,01328931	1,328931														
0,3111	0,01329588	1,329588														
0,30405	0,01330131	1,330131														
0,29695	0,01330582	1,330582														
0,2899	0,01331007	1,331007														
0,28285	0,01331384	1,331384														
0,27575	0,01331708	1,331708														
0,2687	0,01331988	1,331988														
0,2616	0,01332221	1,332221														
0,25455	0,01332437	1,332437														
0,24745	0,01332638	1,332638														
0,2404	0,01332844	1,332844														
0,23335	0,01333032	1,333032														
0,22625	0,01333191	1,333191														
0,2192	0,01333329	1,333329														
0,2121	0,01333461	1,333461														
0,20505	0,01333604	1,333604														
0,198	0,01333718	1,333718														
0,1909	0,01333819	1,333819														
0,18385	0,01333934	1,333934														
0,17675	0,01334048	1,334048														
0,1697	0,01334168	1,334168														
0,16265	0,0133426	1,33426														
0,15555	0,01334343	1,334343														
0,1485	0,01334437	1,334437														
0,1414	0,0133451	1,33451														
0,13435	0,01334572	1,334572														
0,12725	0,01334639	1,334639														
0,1202	0,01334702	1,334702														
0,11315	0,01334774	1,334774														
0,10605	0,01334879	1,334879														
0,099	0,01334964	1,334964														
0,0919	0,01335041	1,335041														
0,08485	0,0133511	1,33511														
0,0778	0,01335158	1,335158														
0,0707	0,01335196	1,335196														
0,06365	0,01335243	1,335243														
0,05655	0,0133532	1,33532														
0,0495	0,01335388	1,335388														
0,0424	0,01335446	1,335446														
0,03535	0,0133552	1,33552														
0,0283	0,01335575	1,335575														
0,0212	0,0133565	1,33565														
0,01415	0,01335737	1,335737														
0,00705	0,01335814	1,335814														
0	0,01335893	1,335893														
