Device Id	Operator	Recipe														
IBC_konst_500nmTiO2-70deg	IS	ANA test,IV														
																
Sample Area	Irradiance	Pre sweep delay	Bias Direction	Max Reverse Bias	Max Forward Bias	Num Sweep Points	Dwell Time	Current Limit	PVIV 10A I-AMP	Average	Dark Current	Rshunt V-Lo	Rshunt V-Hi			
4,3681	1	0,5	0	0	0,7	100	50	200	0	0	0	-0,6	-0,1			
																
Voc V	Isc A	Jsc mA/cm2	Imax A	Vmax V	Pmax mW	Fill Factor	Efficiency	R at Voc	R at Isc	Power W	RShunt ohms	Cell Temp start	Cell Temp end	Exposure	Time	Date
0,56876281	0,03726311	8,53073663	0,03451947	0,46312677	15,98689168	75,4317	3,6599	1,22632	4093,19	0,01960937	NaN	NaN	NaN	13,026	13:49:56	09/16/2022
																
Vmeas	Imeas															
0,7	-0,2000082	-20,00082														
0,69295	-0,2000111	-20,00111														
0,68585	-0,2000145	-20,00145														
0,6788	-0,2000145	-20,00145														
0,6717	-0,1938049	-19,38049														
0,66465	-0,1727372	-17,27372														
0,6576	-0,1526977	-15,26977														
0,6505	-0,1337046	-13,37046														
0,64345	-0,1159945	-11,59945														
0,63635	-0,0996993	-9,96993														
0,6293	-0,08438227	-8,438227														
0,6222	-0,07023175	-7,023175														
0,61515	-0,05741503	-5,741503														
0,6081	-0,04571351	-4,571351														
0,601	-0,03510997	-3,510997														
0,59395	-0,02565395	-2,565395														
0,58685	-0,01719381	-1,719381														
0,5798	-0,00983314	-0,983314														
0,57275	-0,00325135	-0,325135														
0,56565	0,00253833	0,253833														
0,5586	0,00756596	0,756596														
0,5515	0,01192523	1,192523														
0,54445	0,01569331	1,569331														
0,53735	0,01899506	1,899506														
0,5303	0,02179689	2,179689														
0,52325	0,02421627	2,421627														
0,51615	0,02629901	2,629901														
0,5091	0,02806746	2,806746														
0,502	0,02958085	2,958085														
0,49495	0,03085176	3,085176														
0,4879	0,03193239	3,193239														
0,4808	0,03284531	3,284531														
0,47375	0,03360676	3,360676														
0,46665	0,03424475	3,424475														
0,4596	0,03476947	3,476947														
0,4525	0,0352078	3,52078														
0,44545	0,03556637	3,556637														
0,4384	0,03586105	3,586105														
0,4313	0,03610298	3,610298														
0,42425	0,0362981	3,62981														
0,41715	0,03645995	3,645995														
0,4101	0,03658931	3,658931														
0,40305	0,03669491	3,669491														
0,39595	0,03678146	3,678146														
0,3889	0,0368516	3,68516														
0,3818	0,0369095	3,69095														
0,37475	0,03695616	3,695616														
0,3677	0,03699472	3,699472														
0,3606	0,03702673	3,702673														
0,35355	0,03705327	3,705327														
0,34645	0,03707506	3,707506														
0,3394	0,03709308	3,709308														
0,3323	0,03710875	3,710875														
0,32525	0,03712203	3,712203														
0,3182	0,03713337	3,713337														
0,3111	0,03714323	3,714323														
0,30405	0,03715175	3,715175														
0,29695	0,03715913	3,715913														
0,2899	0,03716577	3,716577														
0,28285	0,03717154	3,717154														
0,27575	0,03717665	3,717665														
0,2687	0,03718119	3,718119														
0,2616	0,0371856	3,71856														
0,25455	0,03718948	3,718948														
0,24745	0,03719294	3,719294														
0,2404	0,03719587	3,719587														
0,23335	0,03719915	3,719915														
0,22625	0,03720222	3,720222														
0,2192	0,0372051	3,72051														
0,2121	0,03720791	3,720791														
0,20505	0,0372106	3,72106														
0,198	0,03721302	3,721302														
0,1909	0,03721539	3,721539														
0,18385	0,03721755	3,721755														
0,17675	0,03721881	3,721881														
0,1697	0,03722069	3,722069														
0,16265	0,03722271	3,722271														
0,15555	0,03722459	3,722459														
0,1485	0,03722655	3,722655														
0,1414	0,037228	3,7228														
0,13435	0,03722945	3,722945														
0,12725	0,03723198	3,723198														
0,1202	0,03723488	3,723488														
0,11315	0,03723669	3,723669														
0,10605	0,03723784	3,723784														
0,099	0,03723946	3,723946														
0,0919	0,03724128	3,724128														
0,08485	0,03724257	3,724257														
0,0778	0,03724425	3,724425														
0,0707	0,03724608	3,724608														
0,06365	0,03724784	3,724784														
0,05655	0,03724993	3,724993														
0,0495	0,03725195	3,725195														
0,0424	0,03725317	3,725317														
0,03535	0,03725442	3,725442														
0,0283	0,03725641	3,725641														
0,0212	0,03725757	3,725757														
0,01415	0,03725883	3,725883														
0,00705	0,03726024	3,726024														
0	0,03726216	3,726216														
